url,ursula_score,vision_score,ursula_size,vision_size,manual
https://apps55.tatacapital.com/tech_process_v2/e_mandate/auth/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJtZXJjaGFudF9pZCI6IkwyNTMwODkiLCJ0eG5faWQiOiJFTjYwMTExMDExMzQyODU1NDI5IiwidG90YWxfYW10IjoiMSIsImNvbnN1bWVyX2lkIjoiRU42MDExMTAxMTM0Mjg1NTQyOSIsImNvbnN1bWVyX21vYmlsZV9udW1iZXIiOjYzOTcwMTIyMzcsImVtYWlsX2lkIjoiZW1haWxAZW1haWwuY29tIiwiZGViaXRfc3RhcnRfZGF0ZSI6IjEwLTExLTIwMjEiLCJkZWJpdF9lbmRfZGF0ZSI6IjEwLTExLTIwNDEiLCJtYXhfYW1vdW50IjoxMDAwMDAsImFtb3VudF90eXBlIjoiTSIsImZyZXF1ZW5jeSI6Ik1OVEgiLCJ0b2tlbiI6ImEzYzliMjRlZTBjNmY5NWQwNTA3YWUyMTRlMzFjZTVlIiwic2NoZW1lX2NvZGUiOiJURVNUIiwiYmFua19jb2RlIjoiMTEwNTAiLCJiYW5rX25hbWUiOiJTVEFURSBCQU5LIE9GIElORElBIiwiZGViaXRfY2FyZF9lbWFuZGF0ZV9pZCI6IjExMDYwIiwiYWNjb3VudF9udW1iZXIiOiIzMjcxNzkxNjM3NSIsImFjY291bnRfaG9sZGVyX25hbWUiOiJEZWVwYWsgU2luZ2ggS2FuZGFyaSIsImlmc2NfY29kZSI6IlNCSU4wMDEwNDk4IiwibG9hbl9ubyI6IiIsInNvdXJjZV9zeXN0ZW0iOiJTRkRDIiwiY3ljbGVfZGF0ZSI6IjQiLCJjb21wYW55X2NvZGUiOjcwMDAsInNhbHQiOiIzNjI0MzIyNjk0TFdCWE1DIiwiZGV2aWNlSWQiOiJXRUJNRDUiLCJlbWFuZGF0ZV9leHBlY3RlZF9kYXRhX3Jlc3BvbnNlIjoianNvbiIsImVtYW5kYXRlX2RhdGFfcmVzcG9uc2VfdXJsIjoiIiwiYmFzZV91cmwiOiJodHRwczovL2FwcHM1NS50YXRhY2FwaXRhbC5jb20iLCJzeXN0ZW1feF9mbGFnIjoiIiwic291cmNlX3N5c3RlbV91bmlxdWVfbnVtYmVyIjoiMjExMTExMDcwNzY0IiwidXRpbGl0eV9jb2RlIjoiVENGU0wiLCJhY2NvdW50X3R5cGUiOiJTYXZpbmdBY2NvdW50IiwiaWF0IjoxNjM2NTI0Mjg3LCJleHAiOjE2MzY1NjkwMTh9.VQZtdnJpi35tQfbjz--j1ROO0SwEvVXHYGT2jgkDdz4,24,0.31,34890,35108,NP
https://strategy-traps.bcg.com/default.html,14,0.16,3865,12187,NP
https://c4ljz.app.link/ldoG8qS33kb,35,0.27,,16872,C
https://ea3kl.app.link/xCWGbPYd,35,0.35,,19225,C
https://www.styleinside.com.tw/SalePage/Index/7419760,34,0.31,185855,160606,NP
https://www.guittard.com/in-the-kitchen/recipes?fbclid=IwAR1dYgGqqC1YIWBD_R7a9luNtDZYcdkacl1noS2-FudCLGYYX0jhWUUREmc,25,0.29,132073,154082,NP
https://www.dalecarnegie.com/en/take-command-leadership-podcast,25,0.3,644162,652723,NP
https://arts-online.tumblr.com/post/127966719430/orgone-pyramid-energy-arizona#_=_,0,0,0,94328,NP
https://www.forbes.com/sites/stephanieburns/2021/10/27/how-bitclout-could-change-the-world-of-social-media/?ref=quuu&utm_content=buffer92dfc&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,0,0,0,665699,NP
https://home.mcafee.com/downloads/keycard.aspx?affid=1438&culture=ES-MX&tk=SnIxuUi26kLYZCJ33JjbRIJt-ELvAYndqp29my-E9AKbc-NwLldpyD0rl_sHaZsB0&tp=48,0,0,0,33725,NP
https://www.hotelscombined.com/Hotel/Sosua_Bay_Beach_Resort_All_Inclusive.htm?a_aid=223553&label=Sosua,34,0.37,561645,572864,NP
https://detepe.sk/font-dna-monckeberg/?utm_content=buffer4a6a3&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,11,0.23,166608,185763,NP
https://www.comparebroadband.com.au/?s=3&l=1098020.,28,0.28,,148224,NP
