url,ursula_score,vision_score,ursula_size,vision_size,manual
http://arta19sh.com/lab/index.php,74,0.7,2588,2588,P
https://findarticles-jackson-wx-chapters.trycloudflare.com/login.html,97,0,745692,39,D
https://infoupdatepayment.extend-memberflix77.com/login,89,0,6572,39,P
https://viralphotofollowersdiduplicate.000webhostapp.com/viral.php,65,0.02,11176,28667,D
https://471c-190-237-21-173.ngrok.io/,70,0,14467,166,D
https://salud-sanaviral21.blogspot.com/,68,0,61027,64365,NP
https://help4play2.win/ShadowgunLegends/,71,0.62,60056,60203,P
https://www.hervaltecnologia.club/mobile/plano.html,80,0.74,8706,8706,P
https://wildanomfs.000webhostapp.com/,78,0.83,6431,6431,P
https://ejemplo0909-com.filesusr.com/html/5df582_0e433adad17d63a2f07762437a9adb6f.html?NTE2NDQ5MQ==*WWVubmlmZXJsaXNiZXRocmFtaXJlemR1cmFuQGdtYWlsLmNvbSA=*aHR0cHM6Ly9pbnN0YWdyYW0uY29tL21haWtlcmZyZXNoP3V0bV9tZWRpdW09Y29weV9saW5r**SW5zdGFncmFt,96,0,,113,D
https://newgiftcardroblox.blogspot.com/2021/09/mincreung.html,71,0,69285,67302,P
https://canal-yoigo-es.000webhostapp.com/login.html,75,0.24,,27014,D
https://8b76-189-203-106-152.ngrok.io/,70,0,14454,167,D
https://mjaymu5vdmvtymvymtexmhro.filesusr.com/html/c69417_3069841d505568614ed8bca153fc7adf.html?*c2t5ZGVybGl2ZSoqKmVzKg==*,96,0.98,59276,59276,P
https://fptindustrie.com.ng/page/index.php?quote=jurgennieuwenhuijs@vanwamel.nl,85,0.85,8743,8743,P
https://sarmatian-feedback.000webhostapp.com/index.html,69,0.72,8922,8922,P
